OBJECTID,zipcode,SQMI,x,y,Pct_EV,Cport_den,Sex_ratio,Pct_30_60,Pct_60,Pct_white,Pct_white_fixed,Pct_bachelor,Med_incm_family,Ln_pop_den,Pking_den,Num_veh_hd,Num_wk_hd,Road_den,EVCS_den,CS_cnt_22,CS_pt_22,FS_cnt,FuelVeh_Cnt,num_EV22_12,Pking_sum,len_cnt,len_mile,num_bachelor,Pop_22
158,60417,35.682239,-87.5941304,41.43108586,3.193277311,0.056050294,91.6,34.5,33.9,54.55,54.55,22.76153346,98438,6.06682,0.020258,2.0231,1.1638,3.680417,0.05605,2,2,0,1728,57,0.00722834,601,124.229426,3503,15390
159,60418,2.808678,-87.74052269,41.64524741,3.422053232,0,92.5,39.5,34.6,78.32,78.32,21.05655455,93273,8.248364,1.584431,1.6602,1.0179,18.461593,0,0,0,1,508,18,0.04450192,308,37.707781,2260,10733
160,60419,4.471658,-87.5983234,41.62824626,0.513259196,0,95.4,34.6,26,4.96,4.96,16.44505004,70231,8.467905,0.020731,1.5163,0.938,16.512138,0,0,0,1,2326,12,0.00092702,361,62.389963,3500,21283
163,60422,3.875514,-87.68406951,41.53801673,12.66666667,2.064242317,92.8,40,28.8,30.4,30.4,46.07087827,142522,7.828805,0.270501,1.9269,1.1838,17.604934,0.25803,1,8,1,655,95,0.01048328,304,51.904403,4485,9735
164,60423,38.670119,-87.83853316,41.47837725,8.38747785,0.181018321,103.6,40.4,22.8,80.93,80.93,34.85703767,150521,6.736878,0.046563,2.1558,1.4029,6.233843,0.077579,3,7,4,3102,284,0.01800599,1175,237.779733,11362,32596
166,60425,4.085602,-87.61159171,41.54194666,2.602230483,0,81.6,36.5,24.3,28.93,28.93,22.19645135,81359,7.654719,0.475917,1.6377,1.0378,10.433048,0,0,0,0,786,21,0.01944408,210,34.093557,1914,8623
167,60426,7.662724,-87.65231858,41.61022359,0.777659951,0,91.8,34.3,22.3,14.29,14.29,7.233015982,58091,8.0161,0.409936,1.469,0.978,17.395044,0,0,0,6,2807,22,0.03141213,679,120.759428,1679,23213
168,60428,5.536183,-87.69288825,41.60028102,0.696055684,0.361259734,91.5,35.2,19.2,17.54,17.54,10.14791573,52160,7.608338,0.115957,1.6508,0.9773,16.12469,0.18063,1,2,1,1284,9,0.0064196,375,74.548471,1132,11155
169,60429,4.33178,-87.68230541,41.57391177,1.663339987,0.923407929,76.6,34.5,18.9,7.86,7.86,17.69195036,64656,8.154416,0.373135,1.5969,1.0609,21.313363,0.461704,2,4,2,1478,25,0.01616345,424,69.956796,2666,15069
170,60430,6.796082,-87.66240279,41.55769177,4.230317274,0.147143604,95.1,38.2,22.9,41.53,41.53,29.50073421,103440,8.008413,0.189195,1.6293,1.1453,14.455973,0.147144,1,1,4,1630,72,0.01285789,496,76.085726,6027,20430
171,60431,14.503428,-88.20724485,41.53230028,2.978406552,0.137898433,94.5,41.6,15.3,66.96,66.96,19.38443543,117304,7.542343,0.280045,2.1139,1.4133,10.077031,0.068949,1,2,6,2606,80,0.040616,743,115.400469,5303,27357
172,60432,7.692691,-88.04372998,41.54014691,1.045929968,0,107.2,41.1,13.3,37.72,37.72,8.719425865,64322,7.88708,0.990491,1.9019,1.3084,9.77934,0,0,0,1,2176,23,0.07619553,463,72.449864,1786,20483
173,60433,14.728193,-88.0451917,41.49692727,0.531632111,0.203690976,100.7,37.8,22.4,41.77,41.77,8.763319341,75216,6.957864,0.329527,1.8374,1.0904,5.906044,0.135794,2,3,2,1871,10,0.04853339,470,77.75247,1357,15485
174,60435,10.305344,-88.12852245,41.54564762,1.833260585,0.582222195,98.6,40.5,18.5,56.16,56.16,14.88656483,87303,8.458181,0.562451,1.7179,1.2034,17.348315,0.582222,6,6,3,4498,84,0.05796225,901,159.32302,7231,48574
175,60436,20.637406,-88.12286023,41.48715238,0.824175824,0.290734213,103.4,40.3,16.2,46.09,46.09,9.668328636,65355,6.795823,0.686799,1.6444,1.2035,4.648237,0.096911,2,6,6,1805,15,0.14173756,552,86.387094,1784,18452
177,60438,7.670643,-87.54997664,41.56728653,1.743211532,0,95.8,39.7,21.5,36.31,36.31,17.78106611,86852,8.239683,0.565221,1.6805,1.156,16.130776,0,0,0,0,2931,52,0.04335583,603,107.704417,5167,29059
178,60439,30.820229,-87.97409388,41.67748607,10.02906977,0.324462223,105.7,38.9,28,91.46,91.46,31.91730847,147172,6.685172,0.644876,2.1344,1.295,5.72675,0.25957,8,10,2,1857,207,0.1987522,936,162.722741,7874,24670
179,60440,16.062508,-88.07665836,41.69966848,4.721955896,2.116730463,96.5,39.8,20.4,45.58,45.58,22.14269042,99625,8.071139,1.664417,1.9554,1.3853,11.093464,0.622568,10,34,12,3975,197,0.26734692,1057,167.741052,11384,51412
180,60441,30.418144,-88.05135414,41.59571826,3.566453051,0.065750231,107.4,45.5,17.4,81.47,81.47,25.11202289,109970,7.104876,0.352003,2.0357,1.3968,6.479752,0.032875,1,2,5,3461,128,0.10707268,1100,172.327528,9303,37046
182,60443,12.061966,-87.74806287,41.50213367,2.780638517,0.414526123,81.8,35.6,27.7,16.79,16.79,27.8369906,104305,7.449521,0.635681,1.7875,1.048,10.594126,0.248716,3,5,2,1888,54,0.07667587,630,112.170912,5772,20735
184,60445,4.838926,-87.73806195,41.62903503,0.717703349,0,99.9,42.2,22,62.13,62.13,13.97621651,90534,8.014273,0.513244,1.7917,1.0933,15.475501,0,0,0,0,2075,15,0.02483537,326,55.952621,2045,14632
185,60446,20.120586,-88.10023503,41.63278898,3.192559075,0.397602734,101.3,42.2,15.3,56.49,56.49,15.10920418,101923,7.625736,0.76616,2.192,1.5354,7.355881,0.248502,5,8,13,3851,127,0.15415605,942,136.073245,6233,41253
186,60447,65.678324,-88.32056196,41.48763306,2.494199536,0,103.2,43.6,13.7,84.63,84.63,20.27199591,114971,5.474224,0.08024,2.3092,1.506,1.678404,0,0,0,5,1681,43,0.05270048,392,94.081644,3175,15662
187,60448,18.41521,-87.89319128,41.53778572,5.775517617,0.108605875,97.5,41,24.5,92.01,92.01,32.82303257,141144,7.198381,0.215931,2.0541,1.4274,9.009891,0.054303,1,2,7,2594,159,0.03976409,828,149.38865,8083,24626
190,60451,27.248118,-87.96258808,41.50565954,3.18627451,0.146799129,106.3,41.7,17.8,93.06,93.06,28.60915493,139395,7.226792,0.435247,2.1793,1.5143,7.675251,0.0367,1,4,6,3950,130,0.11859651,1017,194.603109,10725,37488
191,60452,7.623185,-87.75537108,41.60775328,2.296613468,0,92.1,42.6,21.8,75.63,75.63,23.1374587,103889,8.170136,0.510509,1.9259,1.3421,14.353237,0,0,0,0,2510,59,0.03891711,527,90.364813,6233,26939
192,60453,8.718137,-87.75311466,41.71381449,2.769963211,1.491144266,95.4,38.1,26.1,74.34,74.34,21.75496402,99577,8.797,1.863295,1.7394,1.1429,21.967993,1.032331,9,13,11,4493,128,0.16244395,981,168.88021,12545,57665
193,60455,4.792631,-87.8098667,41.74264653,7.170795306,0.41730732,89.6,36.2,24.5,73.12,73.12,12.54940711,70203,8.185818,4.502922,1.7307,1.1368,17.342958,0.208654,1,2,2,1424,110,0.21580706,458,63.63121,2159,17204
194,60456,0.476079,-87.73113503,41.73127222,1.492537313,0,97.9,41,24.6,69.41,69.41,13.16585252,64250,9.108309,0.713527,1.5585,1.0089,38.653224,0,0,0,0,330,5,0.0033971,95,12.963905,566,4299
195,60457,2.583271,-87.82837304,41.72578098,3.942307692,0,106.6,38.3,20,81.1,81.1,17.54948805,96935,8.643139,1.479297,1.8086,1.2602,20.104125,0,0,0,5,999,41,0.03821468,293,45.642191,2571,14650
196,60458,2.640303,-87.83660467,41.74903823,1.566820276,0,97.2,34.2,16,58.17,58.17,9.853760446,69567,8.601308,0.255028,1.7842,1.1797,20.445334,0,0,0,0,1068,17,0.0067335,252,45.849559,1415,14360
197,60459,4.392198,-87.76929121,41.74487618,2.515445719,0,104.1,37.3,22.2,60.51,60.51,10.69981457,87906,8.799419,2.843242,2.0206,1.3121,22.663607,0,0,0,6,2209,57,0.12488088,510,81.806623,3116,29122
199,60461,3.339906,-87.69159524,41.51767738,6.681514477,0,76.5,30.5,33.3,15.7,15.7,29.75140337,118509,7.308848,0.998817,1.7552,0.9825,13.909606,0,0,0,1,419,30,0.03335948,282,40.214736,1484,4988
200,60462,15.811261,-87.83885607,41.62488903,5.651162791,1.138429123,105.4,38.7,29.4,83.28,83.28,32.01358019,112861,7.859189,1.659951,1.8318,1.1445,11.015124,0.189738,3,18,5,4057,243,0.2624599,1032,162.48458,13107,40942
201,60463,6.464631,-87.78932601,41.65714902,6.543624161,0.30937574,97.9,31.4,38.9,89.35,89.35,34.74830131,126990,7.657856,0.284653,1.9156,1.0932,14.323263,0.154688,1,2,1,1114,78,0.01840167,543,83.669762,4756,13687
202,60464,12.705991,-87.86621717,41.66946687,13.08900524,0,98.6,34.4,40.8,82.1,82.1,42.00838532,158547,6.645919,0.218369,1.9233,1.0237,6.462809,0,0,0,3,664,100,0.02774599,367,73.120705,4108,9779
203,60465,5.628157,-87.83066575,41.69958195,6.446414182,0.355356114,102.3,39.1,28.6,87.25,87.25,20.61494693,92534,8.085671,1.358266,1.8174,1.0825,10.735068,0.177678,1,2,3,1161,80,0.07644595,333,56.561843,3768,18278
204,60466,6.380334,-87.68547101,41.47692435,1.268911664,0.313463214,83.6,38,21.4,19.65,19.65,18.09537259,68775,8.110562,0.169706,1.576,1.0573,12.01119,0.156732,1,2,0,2023,26,0.01082778,362,68.792211,3844,21243
205,60467,14.784176,-87.888673,41.59927625,12.60954236,0,102.1,36.7,33.2,84.87,84.87,33.53602798,127376,7.439493,0.457481,2.0062,1.1626,10.236416,0,0,0,0,1795,259,0.06763485,841,132.64516,8438,25161
207,60469,1.214389,-87.68669402,41.62790194,0.67001675,0,120.5,41.4,13.6,49.51,49.51,9.570348516,73438,8.404163,0.29254,2.067,1.2897,25.702139,0,0,0,1,593,4,0.0035526,149,23.469344,519,5423
209,60471,4.415953,-87.72787026,41.47819117,1.75145955,0,79.5,41,21,4.88,4.88,21.50033996,92431,8.005548,0.507724,1.5263,1.0746,12.264953,0,0,0,1,1178,21,0.02242107,334,48.27626,2846,13237
210,60472,1.649384,-87.70889817,41.64354151,0,0,67.5,32.7,20.6,8.5,8.5,10.78553616,66192,7.978466,0.367478,1.6001,0.9512,21.043152,0,0,0,1,454,0,0.00606118,176,28.636592,519,4812
211,60473,8.012304,-87.60050261,41.59738077,2.142857143,0.24961609,86,38.1,25.4,12.09,12.09,19.67273565,90295,7.903859,0.377545,1.7857,1.0507,14.823991,0.249616,2,2,3,2466,54,0.03025002,698,93.983679,4268,21695
213,60475,5.461279,-87.63277027,41.47362923,1.450777202,0,102.5,36.8,24.7,62.26,62.26,10.77074129,75357,7.530988,0.044623,1.7153,1.0278,11.389151,0,0,0,0,951,14,0.00243699,257,49.158753,1097,10185
214,60476,4.097403,-87.60392161,41.56618185,2.150537634,0,96.1,35.1,31.8,56.29,56.29,16.68971876,86063,6.271668,0.339605,1.8865,1.167,5.681426,0,0,0,2,273,6,0.01391499,83,15.457258,362,2169
215,60477,17.722998,-87.77992401,41.56832633,2.990556139,0.225695449,97.2,39.3,27.2,77.26,77.26,25.40021345,110486,7.631382,0.955874,1.7481,1.1799,9.590774,0.169272,3,4,1,3698,114,0.16940951,822,151.468862,9282,36543
216,60478,6.543714,-87.72573205,41.55840233,0,1.222547318,84.3,36.6,24.9,6.89,6.89,19.45633175,91711,7.838111,0.847025,1.7679,1.1482,13.575215,0.152818,1,8,1,0,0,0.0554268,413,78.864081,3228,16591
218,60480,11.002907,-87.87919052,41.71591684,10.9263658,0,97.2,40.6,31.2,88.17,88.17,29.49056604,102113,6.177303,0.447974,1.921,1.19,3.323932,0,0,0,1,375,46,0.04929018,206,26.263071,1563,5300
220,60482,2.275053,-87.79265892,41.68767071,1.519756839,0,100.2,40.5,22.3,78.36,78.36,14.15553952,71339,8.491255,1.016819,1.6179,1.0664,20.12193,0,0,0,1,972,15,0.02313365,305,41.553504,1569,11084
222,60487,7.401489,-87.83371449,41.56432847,6.031424227,0.270215898,107.7,39.6,22.6,83.99,83.99,33.30025193,149477,8.171757,0.995888,2.0935,1.457,14.141686,0.270216,2,2,4,1854,119,0.07371065,547,87.304575,8724,26198
223,60490,7.948527,-88.14405483,41.67769512,16.49484536,0.251618948,99.3,43.5,12.7,51.17,51.17,37.09439198,148339,7.941282,0.357392,2.3848,1.7129,11.642725,0.125809,1,2,3,1215,240,0.02840734,580,87.146237,8288,22343
224,60491,25.808388,-87.95982264,41.6020173,7.834757835,0,98.2,35.4,30.3,90.38,90.38,27.98191317,144667,6.782895,0.086887,2.264,1.3303,5.786552,0,0,0,10,1941,165,0.0224242,755,133.393717,6374,22779
225,60501,3.076691,-87.82066836,41.77885683,1.603206413,0,103.1,39.3,20.6,40.98,40.98,9.661089661,65842,8.239636,0.390402,1.8776,1.2519,10.607411,0,0,0,7,982,16,0.0120115,240,24.602849,1126,11655
226,60502,10.7767,-88.25915071,41.79234597,19.71925134,0.278378353,92.5,45.1,16.4,56.69,56.69,42.32303956,170060,7.668295,1.323348,1.8839,1.3666,11.86405,0.185586,2,3,7,1201,295,0.14261322,960,103.536002,9758,23056
227,60503,3.848077,-88.25923653,41.7132961,11.45833333,0,88.1,47.6,9.9,53.11,53.11,36.8547419,143889,8.373192,0.184272,2.1673,1.7691,15.598759,0,0,0,1,935,121,0.00709096,400,53.911221,6140,16660
228,60504,8.988127,-88.23828671,41.74648882,7.621550591,3.33773655,99.2,43.9,12.2,48.9,48.9,32.84859947,102278,8.378689,5.616297,1.8238,1.474,14.409025,0.890063,8,30,6,2812,232,0.50479835,1241,122.317622,12853,39128
229,60505,11.291516,-88.29443915,41.76379573,1.041075147,0.619934471,101.8,39.6,14.4,40.4,40.4,7.722059664,69252,8.569108,0.978238,2.0538,1.5289,13.931847,0.265686,3,7,10,5228,55,0.11045779,844,145.371404,4592,59466
230,60506,25.635908,-88.37788744,41.76469594,2.392454566,0.468093426,104.9,38.6,19.2,53.26,53.26,17.40755467,82781,7.581766,1.104813,1.9098,1.3528,9.479709,0.156031,4,12,4,4243,104,0.28322875,1093,211.451981,8756,50300
231,60510,19.90353,-88.32516832,41.84287401,8.12371134,0.301454064,99.5,39.2,22,85.38,85.38,38.04106646,144031,7.263001,1.336933,1.9375,1.3185,8.459177,0.100485,2,6,7,2228,197,0.26609641,802,146.010753,10801,28393
232,60511,31.959451,-88.55181808,41.76009094,1.265822785,0,111.6,32.4,28.2,95.16,95.16,19.4191344,114073,4.006326,0.005419,2.242,1.2213,1.312596,0,0,0,0,234,3,0.00173178,98,35.539859,341,1756
233,60512,8.764098,-88.43689026,41.7037157,3.289473684,0,67.3,58,7.8,60.23,60.23,26.02272727,131154,4.609258,0.489195,2.3909,1.7606,4.50229,0,0,0,1,147,5,0.04287352,120,18.432205,229,880
234,60513,3.102658,-87.84700792,41.82467867,4.610733182,0.64460859,90.1,45.1,20.7,81.22,81.22,29.7376846,122843,8.739015,2.496599,1.7552,1.2901,23.297338,0.322304,1,2,6,1262,61,0.07746199,244,57.432205,5759,19366
235,60514,2.02262,-87.95666762,41.79653113,21.72661871,0,96.3,39.1,23.2,81.12,81.12,52.41977092,182708,8.474559,1.406943,1.7301,1.1747,20.53011,0,0,0,0,544,151,0.02845682,198,31.999008,5080,9691
236,60515,11.676341,-88.02457577,41.80955574,12.43243243,1.19900575,94.5,38.6,27.2,86.35,86.35,45.13946139,169458,7.821341,2.571011,1.7584,1.1739,13.557628,0.770789,9,14,5,2268,322,0.3001989,963,139.592639,13141,29112
237,60516,8.174437,-88.01336784,41.76184089,10.02457002,0.489330336,101.1,39.7,26.7,84.31,84.31,41.19579271,139971,8.160744,0.811796,1.8721,1.2089,18.189907,0.244665,2,4,4,1831,204,0.06635947,807,119.209884,11789,28617
238,60517,8.765909,-88.04187663,41.74092672,8.87966805,0.912626403,99.6,42.3,19.4,65.03,65.03,33.18009735,109776,8.241902,0.680954,1.795,1.3646,15.293978,0.456313,4,8,8,2196,214,0.05969179,928,116.218606,11043,33282
241,60521,5.173296,-87.92828718,41.79876048,34.16870416,0.193300364,101.9,40.6,22.3,76.04,76.04,53.15434759,250000,8.160268,1.054024,2.0118,1.2732,19.205301,0.1933,1,1,6,1077,559,0.05452782,545,87.033795,9622,18102
242,60523,10.07719,-87.94935095,41.8369623,35.51815766,4.167828532,81.7,29.1,43,66.11,66.11,47.90254445,163682,6.917808,2.741564,1.8627,0.7711,11.704,1.48851,15,42,1,728,401,0.27627284,951,103.871841,4876,10179
243,60525,15.240389,-87.86649202,41.78112248,11.28036229,0.656151231,94.5,38.7,28,83.41,83.41,36.31307865,141760,7.63845,2.677452,1.7276,1.1894,11.430723,0.328076,5,10,15,2155,274,0.40805446,934,154.352236,11492,31647
244,60526,2.775061,-87.87274166,41.83278435,11.625,0.720704878,93.8,40.7,24.6,85.04,85.04,42.35224235,149507,8.487399,1.516921,1.6662,1.224,20.840869,0.720705,2,2,3,707,93,0.04209608,169,40.431784,5704,13468
245,60527,14.639829,-87.93435393,41.74375928,23.35675899,1.502749793,101.3,36.4,34.9,70.38,70.38,45.62674671,146172,7.590719,1.263012,1.8209,1.1141,11.254285,0.273227,4,22,6,1854,565,0.1849024,1087,152.785969,13224,28983
248,60532,8.666003,-88.08491207,41.79116778,13.16322398,0.230786904,108.8,40.3,21.4,73.82,73.82,43.82357989,128810,8.120288,2.426265,1.6118,1.1384,15.601464,0.115393,1,2,5,2144,325,0.21026014,1170,119.079383,12768,29135
249,60534,1.986021,-87.82046435,41.81297793,1.423487544,0,96.6,39.4,22.5,65.47,65.47,11.03092784,87083,8.589058,1.568477,1.6954,1.1482,20.321592,0,0,0,2,831,12,0.03114996,219,29.663094,1177,10670
252,60538,9.453272,-88.35662387,41.72114611,3.288718929,0.211566958,106.7,40.5,13.1,69.16,69.16,15.43138102,100432,8.065953,0.548036,2.1173,1.5958,13.876946,0.105783,1,2,3,2529,86,0.05180753,719,112.27287,4645,30101
253,60539,0.363011,-88.33297478,41.82263055,0,0,290.5,52.8,0,54.07,54.07,20.32520325,81563,6.518654,0.877116,0,0,23.693227,0,0,0,0,29,0,0.00318393,42,6.109394,50,246
254,60540,13.824178,-88.14630253,41.76293923,21.08244179,1.302066568,98.7,39.4,23.7,74.82,74.82,51.01506221,173993,8.036846,3.800135,1.9324,1.3317,14.243103,0.651033,9,18,5,2508,670,0.52533824,1754,184.437444,21812,42756
255,60541,83.179937,-88.52119332,41.5190879,1.492537313,0,85.1,41,19.8,95.3,95.3,18.65390194,117500,3.724253,0.001974,2.448,1.4288,0.730124,0,0,0,0,462,7,0.00164185,199,55.420215,643,3447
256,60542,8.942473,-88.34747935,41.81043147,5.069124424,2.907473134,95.4,44.1,22.1,77.59,77.59,29.30129798,123875,7.613131,0.850525,1.9839,1.3618,12.358956,0.670955,6,26,5,1442,77,0.07605819,604,91.718421,5305,18105
257,60543,43.436908,-88.32104016,41.66345166,6.120612061,0.506481723,99.1,43.1,18,73.41,73.41,28.54300732,117616,6.843018,0.584415,2.0499,1.3792,4.487497,0.115109,5,22,1,3129,204,0.25385174,1166,188.863867,11621,40714
